Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
cow,15,101.0,loss of appetite,painless lumps,depression,lumpy virus
cow,10,100.2,loss of appetite,depression,painless lumps,lumpy virus
goat,10,100.2,lameness,loss of appetite,sores on tongue,foot and mouth
sheep,8,100.2,sores on tongue,loss of appetite,lameness,foot and mouth
sheep,7,101.4,depression,loss of appetite,crackling sound,blackleg
buffalo,7,104.9,painless lumps,depression,loss of appetite,lumpy virus
cow,2,101.0,crackling sound,swelling in limb,lameness,blackleg
goat,2,103.0,sweats,fatigue,swelling in extremities,anthrax
sheep,3,104.5,shortness of breath,loss of appetite,depression,pneumonia
goat,10,100.3,depression,loss of appetite,crackling sound,blackleg
buffalo,12,101.2,fatigue,sweats,chills,anthrax
goat,6,100.9,blisters on hooves,loss of appetite,lameness,foot and mouth
buffalo,11,102.7,painless lumps,depression,loss of appetite,lumpy virus
sheep,7,103.6,sweats,swelling in neck,fatigue,anthrax
goat,5,101.3,depression,loss of appetite,swelling in limb,blackleg
sheep,3,104.7,swelling in neck,sweats,chest discomfort,anthrax
sheep,8,102.6,crackling sound,loss of appetite,depression,blackleg
goat,3,104.7,depression,cough,nasal discharge,pneumonia
cow,2,103.8,depression,loss of appetite,painless lumps,lumpy virus
sheep,3,103.0,crackling sound,depression,loss of appetite,pneumonia
goat,1,101.9,loss of appetite,nasal discharge,chest discomfort,pneumonia
sheep,10,102.3,loss of appetite,swelling in muscle,crackling sound,blackleg
goat,10,104.8,loss of appetite,difficulty walking,blisters on gums,foot and mouth
sheep,5,101.2,depression,loss of appetite,swelling in muscle,blackleg
sheep,7,100.0,lameness,blisters on tongue,loss of appetite,foot and mouth
cow,14,102.1,loss of appetite,depression,painless lumps,lumpy virus
sheep,4,101.0,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
sheep,4,104.1,loss of appetite,sores on mouth,lameness,foot and mouth
buffalo,1,102.9,loss of appetite,depression,painless lumps,lumpy virus
goat,4,103.7,lameness,loss of appetite,sores on hooves,foot and mouth
sheep,8,103.0,loss of appetite,difficulty walking,sores on hooves,foot and mouth
sheep,7,102.7,sweats,swelling in abdomen,shortness of breath,anthrax
cow,5,103.1,painless lumps,loss of appetite,depression,lumpy virus
cow,1,100.2,chills,shortness of breath,fatigue,anthrax
cow,13,101.8,difficulty walking,crackling sound,loss of appetite,blackleg
goat,10,101.7,loss of appetite,swelling in muscle,crackling sound,blackleg
sheep,2,103.4,shortness of breath,swelling in neck,chest discomfort,anthrax
cow,14,102.2,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,3,100.2,loss of appetite,crackling sound,difficulty walking,blackleg
goat,10,100.9,blisters on gums,loss of appetite,difficulty walking,foot and mouth
goat,5,101.8,crackling sound,depression,loss of appetite,blackleg
goat,2,104.6,painless lumps,loss of appetite,depression,lumpy virus
buffalo,4,101.6,fatigue,swelling in neck,chills,anthrax
sheep,3,102.9,lameness,loss of appetite,crackling sound,blackleg
buffalo,7,102.6,swelling in muscle,lameness,depression,blackleg
buffalo,9,101.1,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
goat,10,104.7,depression,loss of appetite,swelling in muscle,blackleg
buffalo,9,103.9,depression,difficulty walking,crackling sound,blackleg
goat,8,104.0,nasal discharge,depression,cough,pneumonia
goat,9,103.5,lameness,loss of appetite,sores on gums,foot and mouth
cow,9,104.7,swelling in muscle,crackling sound,loss of appetite,blackleg
buffalo,4,102.9,depression,painless lumps,loss of appetite,lumpy virus
sheep,2,102.3,lameness,loss of appetite,swelling in limb,blackleg
cow,4,102.8,loss of appetite,difficulty walking,blisters on gums,foot and mouth
sheep,5,100.6,crackling sound,swelling in limb,difficulty walking,blackleg
sheep,3,101.2,shortness of breath,chest discomfort,swelling in neck,anthrax
goat,3,101.9,depression,swelling in muscle,lameness,blackleg
sheep,7,101.5,loss of appetite,depression,painless lumps,lumpy virus
goat,9,101.2,shortness of breath,loss of appetite,cough,pneumonia
goat,7,101.0,shortness of breath,chills,swelling in abdomen,anthrax
goat,2,100.5,loss of appetite,lameness,sores on hooves,foot and mouth
buffalo,1,103.6,difficulty walking,sores on hooves,loss of appetite,foot and mouth
sheep,5,104.2,depression,lameness,swelling in muscle,blackleg
sheep,6,102.8,crackling sound,depression,swelling in muscle,blackleg
goat,7,100.6,lameness,loss of appetite,crackling sound,blackleg
cow,11,100.9,loss of appetite,difficulty walking,sores on mouth,foot and mouth
buffalo,11,104.5,loss of appetite,depression,crackling sound,blackleg
buffalo,1,100.5,difficulty walking,loss of appetite,blisters on gums,foot and mouth
cow,14,104.0,painless lumps,loss of appetite,depression,lumpy virus
sheep,1,104.7,difficulty walking,swelling in limb,crackling sound,blackleg
buffalo,8,103.3,depression,painless lumps,loss of appetite,lumpy virus
cow,8,102.1,depression,painless lumps,loss of appetite,lumpy virus
sheep,10,103.6,depression,loss of appetite,painless lumps,lumpy virus
buffalo,7,100.4,depression,loss of appetite,painless lumps,lumpy virus
sheep,2,101.9,swelling in limb,crackling sound,depression,blackleg
buffalo,2,101.7,crackling sound,depression,nasal discharge,pneumonia
buffalo,5,103.0,loss of appetite,depression,painless lumps,lumpy virus
buffalo,13,104.5,loss of appetite,blisters on gums,difficulty walking,foot and mouth
sheep,4,102.7,lameness,depression,loss of appetite,blackleg
sheep,8,103.8,loss of appetite,shortness of breath,nasal discharge,pneumonia
cow,8,104.5,depression,swelling in limb,difficulty walking,blackleg
buffalo,4,102.9,crackling sound,swelling in limb,loss of appetite,blackleg
goat,10,100.5,fatigue,chest discomfort,shortness of breath,anthrax
sheep,7,102.0,blisters on gums,loss of appetite,lameness,foot and mouth
cow,12,104.6,painless lumps,depression,loss of appetite,lumpy virus
sheep,10,100.4,loss of appetite,difficulty walking,blisters on gums,foot and mouth
cow,15,100.2,sores on tongue,difficulty walking,loss of appetite,foot and mouth
cow,12,102.5,shortness of breath,chills,sweats,anthrax
goat,9,103.9,fatigue,swelling in abdomen,chills,anthrax
cow,4,103.2,chest discomfort,fatigue,shortness of breath,anthrax
buffalo,10,101.4,sores on tongue,loss of appetite,difficulty walking,foot and mouth
sheep,5,101.6,sores on hooves,lameness,loss of appetite,foot and mouth
sheep,3,102.4,chills,fatigue,chest discomfort,anthrax
goat,6,101.5,fatigue,sweats,chills,anthrax
cow,10,100.9,swelling in limb,loss of appetite,crackling sound,blackleg
buffalo,5,103.0,loss of appetite,sores on tongue,lameness,foot and mouth
sheep,9,100.2,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
cow,12,104.0,cough,crackling sound,depression,pneumonia
buffalo,7,101.4,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
goat,8,101.6,loss of appetite,depression,painless lumps,lumpy virus
sheep,9,103.2,loss of appetite,lameness,blisters on hooves,foot and mouth
buffalo,8,102.9,loss of appetite,crackling sound,depression,blackleg
sheep,10,101.7,lameness,swelling in muscle,depression,blackleg
goat,3,104.7,chest discomfort,cough,nasal discharge,pneumonia
buffalo,14,102.4,shortness of breath,nasal discharge,cough,pneumonia
cow,2,102.3,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
goat,9,102.4,chest discomfort,depression,nasal discharge,pneumonia
sheep,10,103.7,nasal discharge,loss of appetite,cough,pneumonia
buffalo,7,100.6,depression,difficulty walking,swelling in muscle,blackleg
goat,4,100.1,loss of appetite,depression,lameness,blackleg
goat,10,102.9,chest discomfort,cough,depression,pneumonia
goat,5,101.6,sweats,chest discomfort,shortness of breath,anthrax
goat,1,102.0,loss of appetite,difficulty walking,sores on mouth,foot and mouth
cow,1,101.3,swelling in abdomen,chest discomfort,shortness of breath,anthrax
sheep,5,104.9,loss of appetite,painless lumps,depression,lumpy virus
buffalo,15,101.1,shortness of breath,crackling sound,cough,pneumonia
sheep,8,102.3,chills,swelling in extremities,sweats,anthrax
goat,8,100.5,lameness,crackling sound,loss of appetite,blackleg
cow,12,104.9,chills,sweats,swelling in neck,anthrax
cow,15,101.2,swelling in muscle,depression,lameness,blackleg
buffalo,7,100.5,shortness of breath,sweats,swelling in neck,anthrax
goat,2,102.0,loss of appetite,lameness,blisters on hooves,foot and mouth
cow,8,102.7,fatigue,chest discomfort,swelling in extremities,anthrax
buffalo,10,104.9,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,3,102.4,crackling sound,difficulty walking,loss of appetite,blackleg
buffalo,15,103.5,blisters on gums,difficulty walking,loss of appetite,foot and mouth
sheep,5,103.4,depression,loss of appetite,painless lumps,lumpy virus
cow,2,103.9,lameness,blisters on tongue,loss of appetite,foot and mouth
buffalo,12,103.6,shortness of breath,fatigue,chest discomfort,anthrax
sheep,8,104.6,depression,loss of appetite,difficulty walking,blackleg
goat,9,101.5,crackling sound,swelling in limb,depression,blackleg
sheep,9,102.6,depression,shortness of breath,loss of appetite,pneumonia
sheep,1,104.3,loss of appetite,chest discomfort,nasal discharge,pneumonia
sheep,5,101.6,chills,shortness of breath,fatigue,anthrax
sheep,4,104.5,swelling in limb,loss of appetite,crackling sound,blackleg
goat,5,100.5,loss of appetite,blisters on mouth,lameness,foot and mouth
buffalo,12,102.0,shortness of breath,chest discomfort,crackling sound,pneumonia
goat,8,101.1,painless lumps,depression,loss of appetite,lumpy virus
buffalo,11,100.1,crackling sound,lameness,depression,blackleg
cow,2,103.1,crackling sound,depression,swelling in limb,blackleg
cow,11,102.8,shortness of breath,chest discomfort,chills,anthrax
buffalo,14,101.2,depression,painless lumps,loss of appetite,lumpy virus
cow,1,100.6,swelling in limb,lameness,crackling sound,blackleg
goat,8,102.0,depression,crackling sound,loss of appetite,blackleg
cow,2,100.3,nasal discharge,depression,cough,pneumonia
buffalo,8,102.9,swelling in abdomen,fatigue,chills,anthrax
goat,8,101.5,loss of appetite,crackling sound,nasal discharge,pneumonia
goat,2,104.8,loss of appetite,cough,chest discomfort,pneumonia
cow,11,102.8,depression,loss of appetite,chest discomfort,pneumonia
sheep,8,101.1,depression,difficulty walking,crackling sound,blackleg
buffalo,14,104.9,nasal discharge,depression,loss of appetite,pneumonia
sheep,10,102.8,loss of appetite,depression,painless lumps,lumpy virus
cow,15,100.6,lameness,sores on gums,loss of appetite,foot and mouth
cow,3,103.5,cough,crackling sound,chest discomfort,pneumonia
buffalo,6,103.6,sores on hooves,loss of appetite,lameness,foot and mouth
buffalo,8,102.7,painless lumps,loss of appetite,depression,lumpy virus
goat,3,101.8,blisters on gums,loss of appetite,lameness,foot and mouth
cow,10,104.7,chills,fatigue,chest discomfort,anthrax
buffalo,9,100.8,crackling sound,loss of appetite,depression,blackleg
cow,14,101.3,fatigue,swelling in extremities,chest discomfort,anthrax
sheep,8,101.1,difficulty walking,sores on gums,loss of appetite,foot and mouth
goat,5,102.5,shortness of breath,chest discomfort,loss of appetite,pneumonia
sheep,8,104.2,swelling in extremities,fatigue,shortness of breath,anthrax
buffalo,2,104.4,painless lumps,loss of appetite,depression,lumpy virus
goat,4,101.4,chills,swelling in abdomen,shortness of breath,anthrax
goat,7,104.1,shortness of breath,loss of appetite,chest discomfort,pneumonia
goat,3,102.2,crackling sound,lameness,loss of appetite,blackleg
sheep,2,104.0,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
goat,4,101.6,swelling in neck,chills,fatigue,anthrax
cow,10,100.5,loss of appetite,painless lumps,depression,lumpy virus
buffalo,10,102.4,difficulty walking,loss of appetite,blisters on gums,foot and mouth
cow,15,103.0,loss of appetite,difficulty walking,sores on mouth,foot and mouth
goat,10,100.9,loss of appetite,depression,swelling in muscle,blackleg
cow,8,102.8,swelling in neck,shortness of breath,sweats,anthrax
buffalo,14,103.6,sores on mouth,loss of appetite,difficulty walking,foot and mouth
cow,15,101.2,sweats,chest discomfort,swelling in extremities,anthrax
sheep,10,103.8,lameness,loss of appetite,crackling sound,blackleg
buffalo,11,101.4,sores on hooves,loss of appetite,lameness,foot and mouth
goat,3,102.2,blisters on hooves,loss of appetite,lameness,foot and mouth
sheep,9,100.6,depression,cough,crackling sound,pneumonia
buffalo,1,104.6,sores on gums,loss of appetite,difficulty walking,foot and mouth
buffalo,6,100.1,loss of appetite,sores on gums,lameness,foot and mouth
buffalo,3,100.8,loss of appetite,difficulty walking,swelling in muscle,blackleg
cow,12,100.8,depression,shortness of breath,nasal discharge,pneumonia
buffalo,12,103.2,depression,loss of appetite,painless lumps,lumpy virus
buffalo,10,103.1,difficulty walking,sores on tongue,loss of appetite,foot and mouth
cow,9,101.0,sweats,chills,chest discomfort,anthrax
sheep,9,104.1,shortness of breath,chest discomfort,fatigue,anthrax
buffalo,13,101.2,crackling sound,depression,chest discomfort,pneumonia
sheep,5,103.0,swelling in muscle,crackling sound,loss of appetite,blackleg
goat,1,102.3,chills,shortness of breath,sweats,anthrax
goat,10,105.0,loss of appetite,crackling sound,swelling in muscle,blackleg
cow,6,103.1,chest discomfort,loss of appetite,crackling sound,pneumonia
cow,9,104.5,depression,loss of appetite,painless lumps,lumpy virus
goat,3,100.3,loss of appetite,crackling sound,depression,blackleg
buffalo,5,104.2,lameness,loss of appetite,sores on gums,foot and mouth
goat,2,102.1,sweats,swelling in neck,chills,anthrax
goat,1,101.7,swelling in neck,chills,sweats,anthrax
sheep,6,100.8,loss of appetite,lameness,crackling sound,blackleg
sheep,7,104.0,swelling in extremities,chest discomfort,shortness of breath,anthrax
cow,2,101.8,sores on gums,difficulty walking,loss of appetite,foot and mouth
cow,4,100.1,sores on tongue,difficulty walking,loss of appetite,foot and mouth
cow,15,104.5,loss of appetite,difficulty walking,sores on mouth,foot and mouth
sheep,3,101.4,swelling in muscle,lameness,crackling sound,blackleg
buffalo,7,103.6,swelling in limb,loss of appetite,crackling sound,blackleg
goat,8,100.1,loss of appetite,difficulty walking,swelling in muscle,blackleg
goat,5,104.1,loss of appetite,lameness,swelling in limb,blackleg
sheep,5,104.7,chest discomfort,loss of appetite,nasal discharge,pneumonia
cow,11,101.8,sores on mouth,lameness,loss of appetite,foot and mouth
cow,11,104.6,swelling in extremities,chills,fatigue,anthrax
cow,14,101.8,fatigue,chest discomfort,chills,anthrax
cow,3,104.8,swelling in abdomen,chest discomfort,shortness of breath,anthrax
buffalo,10,100.2,lameness,loss of appetite,blisters on gums,foot and mouth
sheep,10,102.6,depression,difficulty walking,swelling in limb,blackleg
sheep,3,103.7,chills,shortness of breath,sweats,anthrax
cow,7,102.6,shortness of breath,chills,fatigue,anthrax
goat,5,103.6,sweats,chills,fatigue,anthrax
buffalo,11,102.1,depression,lameness,swelling in limb,blackleg
goat,7,100.5,lameness,blisters on tongue,loss of appetite,foot and mouth
buffalo,11,102.7,shortness of breath,sweats,chest discomfort,anthrax
cow,13,104.1,shortness of breath,crackling sound,nasal discharge,pneumonia
sheep,3,102.8,difficulty walking,swelling in muscle,crackling sound,blackleg
goat,9,101.1,depression,loss of appetite,swelling in muscle,blackleg
buffalo,7,103.7,crackling sound,difficulty walking,loss of appetite,blackleg
sheep,7,100.5,loss of appetite,depression,swelling in muscle,blackleg
buffalo,6,102.9,depression,painless lumps,loss of appetite,lumpy virus
goat,10,105.0,shortness of breath,swelling in neck,chest discomfort,anthrax
sheep,9,103.0,chest discomfort,fatigue,chills,anthrax
buffalo,10,101.6,difficulty walking,loss of appetite,sores on gums,foot and mouth
goat,7,101.5,shortness of breath,chills,chest discomfort,anthrax
goat,10,102.8,painless lumps,loss of appetite,depression,lumpy virus
cow,3,102.3,loss of appetite,lameness,swelling in limb,blackleg
goat,7,103.4,difficulty walking,loss of appetite,blisters on gums,foot and mouth
